"rmax.c","d.c","k.c","gamma.c","alpha.c","sigma.c","psi","rmax.m","d.m","k.m","gamma.m","alpha.m","sigma.m","R0_C","R0_M","phi","epsilon","kappa","b.c","b.m","alpha2.c","alpha2.m"
3.39692602020268,0.315581839281631,5087.79572348909,0.160374544054803,1.76291877575752,0.760742827691078,0.750094871666738,0.0917912459772811,0.0330962187693902,651.74997898381,0.357463859673585,9.58953965110926,0.00823545733774906,1.8671087116923,0.994388786807048,0.5,1.99842150508527,1,3.71250785948431,0.124887464746671,0.55634514975768,0.317377502190854
1.21807362536971,0.113154059117032,3059.73643618241,0.904632127272584,4.16916847911877,0.128584121412501,0.650113744240153,0.0699638261649025,0.0232083993506491,198.889127728061,0.146751310371092,7.77147915615735,0.802280874039112,4.44377017298987,0.596901193736098,0.5,1.99842150508527,1,1.33122768448675,0.0931722255155516,0.471758336555072,0.180363591801345
4.35323126792983,0.222070607061084,5165.86841252415,0.761578667682421,8.32872000994597,0.969519162303889,0.339788786500077,0.0110196494944558,0.030107961469603,827.921268855226,0.402605559851829,4.38725968133594,0.979984911024567,3.79304505410815,0.298389665324797,0.5,1.99842150508527,1,4.57530187499091,0.0411276109640589,1.84956390865049,0.132091445442806
1.04002716492047,0.493510154041429,6589.56111284377,0.0617074621589691,8.26456205826825,0.966851566117688,0.401511690137783,0.0651352132312232,0.0299741322699327,624.040181540288,0.429934961808064,6.36558796910001,0.578857597965015,4.0276581003125,0.746379465516745,0.5,1.99842150508527,1,1.5335373189619,0.0951093455011559,4.07864529446091,0.190802975761696
4.89753783600813,0.155041588096912,1044.13169540347,0.371202958843456,7.24287440185968,0.918313119338898,0.173528624374834,0.0702429563846202,0.0180538363956008,343.043871842405,0.140927011810453,4.19693765953578,0.182474831772147,4.58425084586354,0.239137196680796,0.5,1.99842150508527,1,5.05257942410504,0.088296792780221,1.1229467496508,0.0757708258677947
2.20208023944685,0.204544638899387,7696.13380204556,0.633872313448687,5.12340570495543,0.75322581455303,0.461043142198921,0.0379003745023609,0.030196228529747,695.552535673825,0.221093072774693,8.09878163337446,0.898511671035204,3.80981047729259,0.852768285918228,0.5,1.99842150508527,1,2.40662487834624,0.0680966030321079,1.04796516985517,0.244552661013893
3.90210028995343,0.131141111012115,6406.22809373327,0.475480807489927,4.87553052147979,0.041187097541333,0.0161160247169193,0.0381107497079125,0.030925282330279,185.471612566377,0.304730564331018,5.24663130701674,0.114929312429374,3.19777437184047,0.0751690303190073,0.5,1.99842150508527,1,4.03324140096555,0.0690360320381915,0.639382489360338,0.162253554452374
0.89706357727341,0.0946481620601025,4791.49786159601,0.102070450925761,4.12359794174172,0.41423180847667,0.967705066637503,0.105752013657352,0.0181729524915171,778.930973487331,0.0767756325867425,7.39562332814225,0.736165420707121,4.04672393696725,0.40529929267785,0.5,1.99842150508527,1,0.991711739333512,0.123924966148869,0.390290966260675,0.134400311387485
3.93886997368975,0.120219343955843,6372.06301824964,0.800978065732452,8.85512760547342,0.254759863326037,0.876180194800571,0.083092643368794,0.0301526052273577,886.81624173392,0.882715261839554,2.48507194558509,0.923465461871462,3.66912261755325,0.907394362964992,0.5,1.99842150508527,1,4.0590893176456,0.113245248596152,1.06455763137529,0.0749313933368091
3.63959820944108,0.109751658141893,3045.66971229107,0.218417096304284,3.51778686106153,0.585316025471388,0.856580466214859,0.082178727615534,0.0174859659145853,632.002644056828,0.595633588484117,9.45454791769957,0.921682283526445,4.59201965467446,0.755944568447523,0.5,1.99842150508527,1,3.74934986758297,0.0996646935301194,0.386082940991268,0.165321902626708
2.82718973915842,0.285470749380596,6536.52822490642,0.932833082120016,9.06472644107759,0.0893985561196223,0.301622222115209,0.0883709228018287,0.0180417568077806,884.469265358772,0.207320475019308,5.82240846688217,0.530204342268222,4.21304631207815,0.899533726640403,0.5,1.99842150508527,1,3.11266048853902,0.106412679609609,2.58771425006452,0.105046477595051
3.84205027394161,0.449737968371014,6086.66265835593,0.172132821703132,2.15969476511229,0.986525375445728,0.629852530489849,0.0196397460614514,0.0293699884069385,895.324646054843,0.3079338306434,2.36631688024297,0.0411233369163525,3.6120288515091,0.168215630851271,0.5,1.99842150508527,1,4.29178824231262,0.0490097344683899,0.971296735963117,0.069498699339879
0.20519568240391,0.0528056950995479,3131.36430333943,0.602269931229034,3.68140125384354,0.308879159076344,0.0760291857366425,0.102978926485571,0.0231016137123285,943.12753217349,0.332745024596459,4.528017221733,0.928709657914869,4.96756275107422,0.483817381897899,0.5,1.99842150508527,1,0.258001377503458,0.1260805401979,0.194398952149555,0.104604504739247
4.13140946567441,0.411710874074293,3542.5721761615,0.745666889666631,9.59343573150771,0.48881969327033,0.248053262261463,0.043473386727768,0.018179069105007,731.721931393892,0.316813685303994,5.17878322025966,0.137295841244118,1.59771551866776,0.136222101752931,0.5,1.99842150508527,1,4.5431203397487,0.061652455832775,3.94972181039459,0.094145458040951
4.21749001809687,0.286651314552769,5022.60410315206,0.299454373030504,0.0589239270377261,0.94376194754866,0.298203149532227,0.0362473114616212,0.0298772553539299,492.907764022869,0.677179730505457,7.86067773296048,0.767565853491092,3.84590203306961,0.940240765650813,0.5,1.99842150508527,1,4.50414133264964,0.066124566815551,0.0168906211439756,0.234855475882611
0.671218328095558,0.312456680856414,7034.19487114719,0.551677225313953,3.29486135575568,0.0678740487650209,0.146276936129056,0.0692918372540926,0.03008510556521,179.201218379825,0.768093992497388,1.83135031444285,0.434177400790895,3.87187222345543,0.289589171075632,0.5,1.99842150508527,1,0.983675008951972,0.0993769428193027,1.02950144310148,0.0550963675368937
2.8724525436916,0.18016211940232,8724.17720746698,0.081797109329939,7.53022587816236,0.201759245315511,0.402764315996716,0.043692651266307,0.0221821353224513,431.304718721822,0.874415201414972,5.12674496120465,0.853109944436958,2.06093376403417,0.91678841230245,0.5,1.99842150508527,1,3.05261466309392,0.0658747865887584,1.35666145378793,0.113722150493137
1.42009644994282,0.33025307669812,5346.90773380297,0.857387024621899,8.76174962540198,0.0261729549083796,0.284893506098444,0.0608895657839676,0.0300257736951124,850.829069835024,0.971711687142396,9.22452845906711,0.311740184363616,3.58683814344807,0.785049683524307,0.5,1.99842150508527,1,1.75034952664094,0.09091533947908,2.8935947710476,0.276973603956073
3.70910950492814,0.24726426016854,1094.00033221792,0.298209662710781,2.4752335420915,0.00677032626973705,0.392339198648112,0.00051256501097839,0.03328948534245,259.531251826098,0.137051182089585,1.07238639521934,0.717495190582819,2.01503038562998,0.361773427095677,0.5,1.99842150508527,1,3.95637376509668,0.0338020503534284,0.612036790529609,0.035699191185097
3.51460556464959,0.287161184711745,5390.5454489153,0.950309557377193,7.23507264109679,0.645338665106413,0.821387708447931,0.0568277687586387,0.0229972756564518,420.3312934917,0.686913813239914,8.01332206377371,0.601892640190407,1.47166475940581,0.216058017275542,0.5,1.99842150508527,1,3.80176674936134,0.0798250444150905,2.07763203109289,0.184284576424531
3.29625029786286,0.297094710113398,8125.19040604813,0.263362544459496,2.94953048091371,0.0119312699476563,0.964093824999308,0.00453536689462708,0.0320553502972085,722.846219466591,0.126954256458294,5.53352245922515,0.945180067631924,2.19634351586186,0.107804629349104,0.5,1.99842150508527,1,3.59334500797626,0.0365907171918356,0.87628990319769,0.177379000807933
0.697491962882339,0.0784511636454033,7466.76598110196,0.131256144081926,5.23920406289147,0.124847603987401,0.461775018734074,0.100673844978527,0.022921056086398,220.508363758309,0.553070780726892,9.90197646144125,0.0190487644511854,2.06465383592077,0.283974215793417,0.5,1.99842150508527,1,0.775943126527742,0.123594901064925,0.411021655309561,0.226963757838888
1.10791412438217,0.324053342786281,5478.48384529936,0.0256154929659742,4.9638297368432,0.0283548357333883,0.264410108241837,0.0116723083558505,0.017023547008371,885.496354142157,0.824138822647985,0.213204069117364,0.890646239103667,2.97856402552839,0.931946196940017,0.5,1.99842150508527,1,1.43196746716845,0.0286958553642214,1.60854561924598,0.00362948949299543
3.8042245807462,0.482891697513683,615.750070613728,0.166262918985901,0.898843400447826,0.069567231868293,0.653565768928322,0.0904585239421192,0.0189694912910288,933.301096544531,0.798023074800975,4.06281704010973,0.494902523495933,2.59411573911694,0.105928633753194,0.5,1.99842150508527,1,4.28711627825988,0.109428015233148,0.434044015441221,0.0770695724594049
2.23032036997967,0.277251120980853,6907.98458015653,0.613500437312087,4.38431894283609,0.130015133942481,0.760972727627818,0.01343965732488,0.0318072202248925,862.343224354424,0.968360415002902,4.49151337123511,0.204699820424127,2.06989531667854,0.717939443034804,0.5,1.99842150508527,1,2.50757149096053,0.0452468775497726,1.21555734163889,0.142862554941925
3.28184041379877,0.321264647364445,6159.79200444717,0.31011912767217,2.87082944741026,0.624716545109105,0.1098201201898,0.0273099325610769,0.0218672235272333,178.731678832795,0.789281391899013,4.76667300097567,0.555091019780163,4.08069346218479,0.673924057498091,0.5,1.99842150508527,1,3.60310506116322,0.0491771560883102,0.922296010065723,0.104233903993563
1.81451422560716,0.0686712364721976,4344.26085978077,0.966400162899317,3.0147714432992,0.588278720801761,0.525651506495376,0.0509839534772261,0.0305169491345592,477.622408234496,0.303067362821208,1.49139754357547,0.172048340794409,3.40602391301795,0.228897008209698,0.5,1.99842150508527,1,1.88318546207936,0.0815009026117852,0.207028082692428,0.0455129029766993
1.1473543014767,0.153164038991314,4544.77509633407,0.227041125470577,3.59804141509767,0.356426122914866,0.833700260890599,0.0525302542511076,0.0191913350106775,326.415016744545,0.286414989408258,5.97289564584915,0.0238663800048796,3.12605072178181,0.956870926502829,0.5,1.99842150508527,1,1.30051834046801,0.0717215892617851,0.551090555594383,0.114627841323308
1.6707035520395,0.390450380250835,5798.98895074376,0.746721174816263,1.04747096816717,0.772945044256734,0.180898855666334,0.0293159926032886,0.0272266491019871,195.095741208642,0.0486894497831687,4.34025774585788,0.933807913287731,2.19592745576425,0.0519721456272463,0.5,1.99842150508527,1,2.06115393229034,0.0565426417052757,0.408985437822583,0.118170674658654
0.615008991212819,0.0693760979968184,640.168306897434,0.513033661399811,3.89872852088388,0.644482866622154,0.976259048915994,0.0799024727337196,0.0328684436702521,837.71416270838,0.399353998332611,1.88027546288685,0.531282892564843,4.80421640064479,0.315125669575791,0.5,1.99842150508527,1,0.684385089209637,0.112770916403972,0.270478571927831,0.0618017281364535
4.41960160622015,0.445972902734164,6179.6241496923,0.736195282833877,8.40170187592546,0.495069838183715,0.676795936908884,0.0634875090763665,0.0235996447863351,677.383127474571,0.110675553421789,1.38919139864836,0.0096093942133266,3.80394568457546,0.850170023483031,0.5,1.99842150508527,1,4.86557450895431,0.0870871538627016,3.74693137351355,0.0327844235483332
0.299121965321042,0.138587718000248,2856.09097034943,0.208540679541757,1.34827738525306,0.406454007285287,0.252616698772215,0.0982436470576679,0.0171875893810503,577.124297684856,0.659389996682522,6.69424883351993,0.105092260110446,1.40819204973993,0.92966734415122,0.5,1.99842150508527,1,0.437709683321291,0.115431236438718,0.186854686053563,0.115058000165116
1.77802886178322,0.133117541060857,5680.02734780249,0.773405308136306,2.34473006930778,0.864319143547751,0.274279432795327,0.0927377567999417,0.0282471016626844,920.955884862448,0.732856768559518,5.04499905640143,0.707344695041502,3.42965355965068,0.33192581473685,0.5,1.99842150508527,1,1.91114640284408,0.120984858462626,0.312124701277704,0.142506601234318
3.01244630078609,0.287129139988899,9733.4924829886,0.0877066580845269,5.59238391156364,0.301103716717591,0.321544328074144,0.0705296875966605,0.0196260787416381,530.47564715335,0.249180234486006,8.17528168934055,0.589186802791941,1.72898372422368,0.00618276132903592,0.5,1.99842150508527,1,3.29957544077499,0.0901557663382986,1.60573638301503,0.16044872217007
3.55099387968564,0.197746116899267,7958.14556619475,0.863593005691385,1.46702953007469,0.899602454572824,0.486746128301177,0.00189222504312306,0.0318982064154711,861.165251493469,0.0465607357781777,2.04695068237534,0.895236397811034,3.97990081735884,0.167591365455089,0.5,1.99842150508527,1,3.74873999658491,0.0337904314585941,0.290099392948826,0.0652940553886978
3.18199425163958,0.107263374826175,7080.31508940852,0.444664010314922,4.77029237396789,0.208779096691818,0.97548894663112,0.0804350768081114,0.0259582305264655,713.343615683621,0.159667307777815,6.00730609415735,0.743739575881916,4.96362683207161,0.846050461393094,0.5,1.99842150508527,1,3.28925762646576,0.106393307334577,0.511677658939364,0.155939036435177
1.78194471874552,0.465259948800297,3076.27035674731,0.161382768374066,4.34251013764704,0.78020049242191,0.472126467048865,0.0445884681719558,0.0221696440304089,714.46721238733,0.651868024723467,6.55853870904505,0.739552753343608,1.95041562324539,0.170319619036121,0.5,1.99842150508527,1,2.24720466754582,0.0667581122023647,2.02039604430643,0.145400468539187
1.44593508259997,0.322948176270467,8576.22635207703,0.296791822723234,2.6454936883332,0.730706891527098,0.945814130308273,0.0551600102698846,0.0266635498763667,668.069557620298,0.805079495098546,0.320879760671146,0.534316682485937,3.48802916384303,0.644663510761611,0.5,1.99842150508527,1,1.76888325887044,0.0818235601462513,0.854357361982236,0.00855579350297173
2.13073758631147,0.455107661681892,3295.15775976846,0.154961564586842,5.54342529253415,0.573881447755238,0.450090906003819,0.0791963757724064,0.0172215510347326,168.893674448271,0.32172324777349,5.88400746128382,0.508637740060603,1.11458881823872,0.948465818134943,0.5,1.99842150508527,1,2.58584524799336,0.096417926807139,2.52285532259348,0.101331734783247
3.33319412547005,0.416204493782589,9626.92554108592,0.83049945962109,1.56276120064612,0.536112241891472,0.855969561486004,0.0583655220917554,0.030135262981148,712.566906508493,0.585922283528822,5.4697124005737,0.971829476410018,4.60123114880389,0.0895395432791066,0.5,1.99842150508527,1,3.74939861925264,0.0885007850729034,0.650428234417987,0.164831221622535
4.33678431583377,0.428825952705293,2865.17499531865,0.0516643321701635,8.12269895804178,0.84961845426951,0.572404978149241,0.037097565889142,0.0313500796708272,532.343777826159,0.899959448193623,6.10622525887709,0.676591270102791,1.46086984991116,0.387852189627674,0.5,1.99842150508527,1,4.76561026853906,0.0684476455599692,3.48322411922055,0.191430648353814
2.00019276339798,0.170101994956483,9289.17007189092,0.626931889247263,4.37565865427387,0.775967105182579,0.804845988832755,0.103850627778169,0.0177493951113092,451.297749473247,0.699139177059891,2.00550578350329,0.597523806254501,1.14566936387626,0.151618815126274,0.5,1.99842150508527,1,2.17029475835446,0.121600022889478,0.744308266340586,0.0355965145494158
1.00750075217045,0.0996591982193429,2971.85175915406,0.111871161727248,4.93458563126498,0.0192449260445416,0.349183233101429,0.00917998149864468,0.017775850718703,277.032514916182,0.217305729522381,3.66385727891323,0.684142791933646,4.83394595132348,0.0976845195898052,0.5,1.99842150508527,1,1.1071599503898,0.0269558322173477,0.491776847556558,0.065128180044595
2.63871115443965,0.457282035150922,9819.91965707699,0.622773126783564,9.14703315837938,0.533284762594682,0.643533693931851,0.0152285198775772,0.0273284619207706,774.889932915263,0.0514223626719933,8.06878451530561,0.938021872912772,3.50963201401979,0.336572956733306,0.5,1.99842150508527,1,3.09599318959057,0.0425569817983478,4.18277393825669,0.220507470373433
0.37052082331514,0.331739465329014,145.876817455836,0.190782428831536,7.16990031308725,0.22795866155344,0.0255625753103785,0.0475210428644961,0.0213211927793149,969.470651610654,0.172353880239923,2.296545512878,0.43709295037973,4.48460601321343,0.0379627116743854,0.5,1.99842150508527,1,0.702260288644154,0.068842235643811,2.37853889632589,0.0489650896065424
3.3016202745474,0.327503514089855,9247.50542063133,0.849459759446643,3.13993410164722,0.818580812817808,0.973098998207687,0.0757025822475569,0.0308017395046697,806.511226706023,0.536510973597885,3.97029352135497,0.8288997019117,2.37991897464728,0.38109251385161,0.5,1.99842150508527,1,3.62912378863725,0.106504321752227,1.02833945230004,0.122291946801854
1.30981002337877,0.459904662304699,2043.0510411749,0.815632395154412,3.39854216135539,0.316636895384555,0.765275352835987,0.00327676361875091,0.0215760996054511,965.614595281988,0.605999675879503,7.32131789156965,0.324456791431982,3.29121162825059,0.990686836390916,0.5,1.99842150508527,1,1.76971468568347,0.024852863224202,1.56300538504643,0.157965484071678
1.83015950411329,0.306565177346944,6932.28324938963,0.693224844758845,2.58194583113351,0.464629385714799,0.54327568198796,0.0583459104189941,0.0235090054360149,508.00990760925,0.662504213576658,3.72220977539714,0.445831551847009,3.90367515139274,0.185337656539245,0.5,1.99842150508527,1,2.13672468146023,0.081854915855009,0.791534681621646,0.0875054498437989
2.31937467076335,0.231312759518102,4314.14736036787,0.805514113685743,9.22899552530586,0.603629196677736,0.241951176042084,0.106719212313329,0.0204068319625756,834.943756478569,0.191877145467643,4.90227228936094,0.88488284911492,2.47976890136017,0.737546805069211,0.5,1.99842150508527,1,2.55068743028146,0.127126044275905,2.13478442253872,0.10003984684378
4.35911687914611,0.225336729463385,7744.77840281473,0.967547700411713,3.82148531449062,0.756380978270057,0.440764984856838,0.0398656208895803,0.0194428665342559,816.413069953586,0.971057372243976,9.24455551856071,0.733388007424862,4.69595602241157,0.853898488831916,0.5,1.99842150508527,1,4.58445360860949,0.0593084874238361,0.86112100245967,0.179740659115894
4.82995469179236,0.352207959710517,9319.22377364988,0.264478891955963,5.92066001874643,0.972452028856252,0.792928408194997,0.100399150316172,0.0167759825110964,915.565345143775,0.928461542412445,9.34764067563639,0.25663388631787,1.01796176542574,0.422336901085064,0.5,1.99842150508527,1,5.18216265150288,0.117175132827269,2.08530358534231,0.15681585649449
2.34092008213185,0.360165874546071,4670.33545472406,0.578177465447767,5.85533542449478,0.276949230261601,0.163317738419494,0.0657435642672678,0.028168695575126,979.017066298127,0.25558720560958,9.14035145883224,0.966040657881657,1.1087529941948,0.872286940988686,0.5,1.99842150508527,1,2.70108595667792,0.0939122598423938,2.10889200392375,0.257471777693504
0.944729060833279,0.108316540406346,7651.0298715466,0.52363782123541,0.836331583002194,0.627713939200787,0.268694283606129,0.100152755303646,0.0215403922787735,991.995231303455,0.261050696997174,4.01081063693641,0.635064498664826,3.75218764336784,0.138636327052171,0.5,1.99842150508527,1,1.05304560123962,0.121693147582419,0.09058854370336,0.0863944344754876
1.06736094299642,0.104093045661434,1329.58217483104,0.0856806676206948,6.56465424494461,0.826568752096167,0.925503875433436,0.0267338787368935,0.0212674904790489,759.501578527922,0.230101638183722,8.22394111656908,0.4886060565623,4.55881626401255,0.718304093837576,0.5,1.99842150508527,1,1.17145398865786,0.0480013692159424,0.683334854070544,0.174902589396892
1.73421407540427,0.0551109579147331,3953.66653941452,0.700048811589344,8.02334722999096,0.783984044216337,0.224882280758818,0.0507294212643851,0.0187255178361773,920.781397882821,0.277038339958214,3.61325275366037,0.0143660483605615,2.33438679810483,0.656142646083641,0.5,1.99842150508527,1,1.789325033319,0.0694549391005624,0.442174351527322,0.0676600288852842
1.99445767582382,0.121175206846668,9057.12176896281,0.932148688726797,2.42795977175188,0.314306821097691,0.617246139524231,0.0960521166798529,0.0219216438553575,237.244733199814,0.906101414767785,5.99934543489463,0.305406082513604,4.75024038335826,0.600531461604296,0.5,1.99842150508527,1,2.11563288267048,0.11797376053521,0.294208527557424,0.131515513989025
3.11617974373889,0.133376960918919,8432.92522964457,0.356085866441132,2.75215650519872,0.35001334610279,0.122868828751002,0.0964237943617057,0.0255534439583265,664.648214166553,0.0539119920115121,4.00065157583231,0.750907279711894,2.77953431066301,0.858672362475812,0.5,1.99842150508527,1,3.24955670465781,0.121977238320032,0.367074270636638,0.102230425839822
3.37852711002075,0.382953803041439,1341.13538666098,0.760035626351376,6.02724475411168,0.572184367739638,0.952272394145865,0.0406821142868757,0.0255653870671968,460.849748392694,0.886167554139431,0.922712529621253,0.345043836296081,4.02871824706456,0.967707214646904,0.5,1.99842150508527,1,3.76148091306219,0.0662475013540725,2.30815630044863,0.0235895029715196
0.638802212690656,0.352614626553856,4896.05937797526,0.681555861461849,0.395976345584722,0.205905552701537,0.862130656316863,0.015351194889254,0.026432546487172,220.618238806519,0.707815770573707,9.56999965056777,0.326627661162901,3.60485856425782,0.137432871698503,0.5,1.99842150508527,1,0.991416839244512,0.041783741376426,0.139627051222517,0.252959460645853
1.17479142715684,0.458485492692267,6616.00114498914,0.115565207409222,6.3660611749082,0.708110675827859,0.8084172434206,0.0809348472902025,0.0310950434473859,830.398527903179,0.392076656286066,2.88453552608717,0.616404838762107,1.43709280067149,0.523826770189876,0.5,1.99842150508527,1,1.63327691984911,0.112029890737588,2.9187466942869,0.0896947575092087
4.14317031367639,0.427638680606507,3407.29845318131,0.658866812406071,1.57527637984261,0.0637408725241527,0.797185175004195,0.0258086774277359,0.027004702576913,609.011460233669,0.0945131379655349,0.22241027789945,0.474592977542335,2.64434220526841,0.657970054501195,0.5,1.99842150508527,1,4.5708089942829,0.0528133800046489,0.673649112666488,0.00600612340472322
0.95267056584886,0.377191831638138,4859.82085449298,0.635832660793816,3.17654831569329,0.633259544731877,0.495007165809939,0.0425061480191141,0.0247376815452873,433.175568551914,0.482316846707557,7.75108112218116,0.624466487408491,2.39755581753365,0.339072447277622,0.5,1.99842150508527,1,1.329862397487,0.0672438295644014,1.19816807748339,0.191743776432206
0.643227434122988,0.439893464806814,1280.53602471073,0.0968942576913055,0.455874042326089,0.682041777680405,0.104553571077626,0.0832149098978465,0.0177342060232954,172.652193556598,0.718976096742661,7.30638534022411,0.574532525424038,1.08424772046419,0.263882661204758,0.5,1.99842150508527,1,1.0831208989298,0.100949115921142,0.200536011994312,0.12957294290912
1.39149938511115,0.0567698415043577,5665.04077128485,0.179734974551707,3.61701434874372,0.79820177503936,0.0741384225968175,0.0520681740675808,0.0329444099484695,977.918015369218,0.0651612847489125,0.240188242162156,0.644307476561123,2.0307726221566,0.491527592061676,0.5,1.99842150508527,1,1.44826922661551,0.0850125840160502,0.205337331297169,0.00791285991459233
3.56794074898188,0.442661479156828,8957.0609990968,0.642083642382337,8.15662259231708,0.419478010859685,0.446765073545337,0.0725264735091958,0.0193579107296871,281.674217508145,0.757569881497858,4.33352937096346,0.850566391907531,2.61337913820459,0.674217371590719,0.5,1.99842150508527,1,4.01060222813871,0.0918843842388829,3.61062262163908,0.0838880747075877
4.56668833767336,0.498286892175439,9098.86901195281,0.599649185109834,2.32867118564636,0.127756566872065,0.212795925831878,0.0857926797150302,0.0297072237277761,806.242682309528,0.142531567296655,0.611833588555882,0.753538396769329,4.7871252122389,0.400063460902093,0.5,1.99842150508527,1,5.0649752298488,0.115499903442806,1.16034632799422,0.0181758772993977
2.38194388145393,0.215901356365648,4264.99840610372,0.831681890074631,9.3790583035953,0.823228379398405,0.86969792115655,0.0976695300401521,0.0184848419266383,617.62619426123,0.194303807151513,2.57614110074382,0.196964338750337,3.17375322333392,0.103951346663747,0.5,1.99842150508527,1,2.59784523781958,0.11615437196679,2.02495140917872,0.0476195610279654
3.43643443236859,0.235883466592334,9717.7955706821,0.417512820683395,6.4496018561976,0.766555364016806,0.386856828981882,0.020096107480309,0.0209927388848363,505.85922283797,0.109814231803033,1.81812111648222,0.257281427816321,4.67381301462972,0.857985396296714,0.5,1.99842150508527,1,3.67231789896093,0.0410888463651453,1.52135444398024,0.0381673418593182
4.15603265470151,0.403316901455078,4014.62729285688,0.675120448321309,5.3646385170437,0.29906938842383,0.684353539381256,0.090113000731575,0.0260222391515896,783.210371918001,0.225191030442245,5.19290036884204,0.495684494957254,1.38596900408388,0.198872835728077,0.5,1.99842150508527,1,4.55934955615659,0.116135239883165,2.16364938412063,0.135130895288386
3.74503200992477,0.474269460048519,1733.23378745232,0.573943961126626,0.605192104490751,0.663271247582806,0.896410206115861,0.0577628043380124,0.0287142668752508,170.958332309862,0.948342767810468,1.05021967243175,0.110794775083846,4.41341290079276,0.438323879060411,0.5,1.99842150508527,1,4.21930146997329,0.0864770712132632,0.287024132622456,0.0301562879518439
4.00002594465856,0.237923181863065,6210.80681597081,0.757913521029163,1.2121025180775,0.652950738337345,0.729503950613833,0.0343515700302555,0.0200178003927141,963.978236903268,0.934400853633106,9.20848831028875,0.803947048372577,3.3003652760825,0.304324037819478,0.5,1.99842150508527,1,4.23794912652163,0.0543693704229695,0.288387287845231,0.184333680914001
